GradYear,Student Ref,Admission Year,Program,Semester/Year,Academic Year,Student Status,Gender,Nationality,Application Category,GPA,CGPA
2026,6921838240449778280,2022-2023,B.Sc - Electrical and Electronic Engineering,Semester 3,2023-2024,Active,Female,Country0,Full Fee Paying,3.3,3.13
2027,1604429451720753160,2023-2024,B.Sc - Computer Engineering,Semester 2,2023-2024,Active,Female,Country0,MCF Scholar,3.63,3.63
2027,1604429451720753160,2023-2024,B.Sc - Computer Engineering,Semester 3,2023-2024,Active,Female,Country0,MCF Scholar,3,3.29
2024,8397024436508383469,2020-2021,B.Sc - Business Administration,Semester 1,2023-2024,Graduated,Male,Country0,Ashesi Financial Aid,2,2.93
2024,8397024436508383469,2020-2021,B.Sc - Business Administration,Semester 2,2023-2024,Graduated,Male,Country0,Ashesi Financial Aid,3.38,2.99
2024,8397024436508383469,2020-2021,B.Sc - Business Administration,Semester 3,2023-2024,Graduated,Male,Country0,Ashesi Financial Aid,2.75,2.96
2026,6370945418862529716,2022-2023,B.Sc - Mechanical Engineering,Semester 1,2023-2024,Active,Female,Country0,Ashesi Financial Aid / AUFC,3.11,3.12
2026,6370945418862529716,2022-2023,B.Sc - Mechanical Engineering,Semester 2,2023-2024,Active,Female,Country0,Ashesi Financial Aid / AUFC,3.28,3.17
2026,6370945418862529716,2022-2023,B.Sc - Mechanical Engineering,Semester 3,2023-2024,Active,Female,Country0,Ashesi Financial Aid / AUFC,3.2,3.18
2023,5108728220802159681,2019-2020,B.Sc - Electrical and Electronic Engineering,Semester 1,2023-2024,Graduated,Male,Country0,Full Fee Paying,4,3.33
2026,7464422904865157245,2022-2023,B.Sc - Electrical and Electronic Engineering,Semester 1,2023-2024,Active,Male,Country0,MCF Scholar,2.83,2.91
2026,7464422904865157245,2022-2023,B.Sc - Electrical and Electronic Engineering,Semester 2,2023-2024,Active,Male,Country0,MCF Scholar,2.5,2.77
2026,7464422904865157245,2022-2023,B.Sc - Electrical and Electronic Engineering,Semester 3,2023-2024,Active,Male,Country0,MCF Scholar,2.9,2.81
2024,707347125044320104,2020-2021,B.Sc - Computer Engineering,Semester 1,2023-2024,Graduated,Female,Country0,Full Fee Paying,3.1,3
2024,707347125044320104,2020-2021,B.Sc - Computer Engineering,Semester 2,2023-2024,Graduated,Female,Country0,Full Fee Paying,2.6,2.94
2024,707347125044320104,2020-2021,B.Sc - Computer Engineering,Semester 3,2023-2024,Graduated,Female,Country0,Full Fee Paying,3.38,2.99
2025,1975296303153181747,2021-2022,B.Sc - Computer Science,Semester 1,2023-2024,Active,Male,Country0,Full Fee Paying,2.07,2
2025,1975296303153181747,2021-2022,B.Sc - Computer Science,Semester 2,2023-2024,Active,Male,Country0,Full Fee Paying,2.17,2.13
2025,1975296303153181747,2021-2022,B.Sc - Computer Science,Semester 3,2023-2024,Active,Male,Country0,Full Fee Paying,2.59,2.25
2026,5332891157835954134,2022-2023,B.Sc - Computer Science,Semester 1,2023-2024,Active,Female,Country0,Full Fee Paying,3.22,3.12
2026,5332891157835954134,2022-2023,B.Sc - Computer Science,Semester 2,2023-2024,Active,Female,Country0,Full Fee Paying,2.56,2.92
2026,5332891157835954134,2022-2023,B.Sc - Computer Science,Semester 3,2023-2024,Active,Female,Country0,Full Fee Paying,2.78,2.89
2026,8691565645745119664,2022-2023,B.Sc - Management Information Systems,Semester 1,2023-2024,Active,Male,Country0,Full Fee Paying,3.44,3.29
2026,8691565645745119664,2022-2023,B.Sc - Management Information Systems,Semester 2,2023-2024,Active,Male,Country0,Full Fee Paying,2.11,2.88
2026,8691565645745119664,2022-2023,B.Sc - Management Information Systems,Semester 3,2023-2024,Active,Male,Country0,Full Fee Paying,2.94,2.9
2026,5578231251435533316,2022-2023,B.Sc - Computer Science,Semester 1,2023-2024,Active,Male,Country0,Full Fee Paying,2.67,2.53
2026,5578231251435533316,2022-2023,B.Sc - Computer Science,Semester 2,2023-2024,Active,Male,Country0,Full Fee Paying,2.67,2.58
2026,5578231251435533316,2022-2023,B.Sc - Computer Science,Semester 3,2023-2024,Active,Male,Country0,Full Fee Paying,1.72,2.36
2027,2737313342898124066,2023-2024,B.Sc - Business Administration,Semester 2,2023-2024,Active,Female,Country39,Sahel Scholar,2.25,2.25
2027,2737313342898124066,2023-2024,B.Sc - Business Administration,Semester 3,2023-2024,Active,Female,Country39,Sahel Scholar,2.11,2.15
2025,8007077019256133753,2021-2022,B.Sc - Computer Science,Semester 1,2023-2024,Graduated,Female,Country5,MCF Scholar,3.56,3.89
2025,8007077019256133753,2021-2022,B.Sc - Computer Science,Semester 2,2023-2024,Graduated,Female,Country5,MCF Scholar,0,3.89
2025,8007077019256133753,2021-2022,B.Sc - Computer Science,Semester 3,2023-2024,Graduated,Female,Country5,MCF Scholar,3.32,3.75
2024,8329219511563351654,2020-2021,B.Sc - Business Administration,Semester 1,2023-2024,Graduated,Female,Country0,Full Fee Paying,3.13,3.2
2024,8329219511563351654,2020-2021,B.Sc - Business Administration,Semester 2,2023-2024,Graduated,Female,Country0,Full Fee Paying,2.88,3.16
2024,8329219511563351654,2020-2021,B.Sc - Business Administration,Semester 3,2023-2024,Graduated,Female,Country0,Full Fee Paying,3.63,3.21
2024,2814374756408718697,2020-2021,B.Sc - Computer Engineering,Semester 1,2023-2024,Graduated,Male,Country5,MCF Scholar,3.2,3.36
2024,2814374756408718697,2020-2021,B.Sc - Computer Engineering,Semester 2,2023-2024,Graduated,Male,Country5,MCF Scholar,3.2,3.33
2024,2814374756408718697,2020-2021,B.Sc - Computer Engineering,Semester 3,2023-2024,Graduated,Male,Country5,MCF Scholar,4,3.41
2025,1773875611831390491,2021-2022,B.Sc - Computer Science,Semester 1,2023-2024,Graduated,Female,Country3,MCF Scholar,2.61,2.86
2025,1773875611831390491,2021-2022,B.Sc - Computer Science,Semester 2,2023-2024,Graduated,Female,Country3,MCF Scholar,2.33,2.75
2025,1773875611831390491,2021-2022,B.Sc - Computer Science,Semester 3,2023-2024,Graduated,Female,Country3,MCF Scholar,3.28,2.84
2026,8321594213189711111,2022-2023,B.Sc - Computer Science,Semester 1,2023-2024,Active,Female,Country0,MCF Scholar,2.94,3.03
2026,8321594213189711111,2022-2023,B.Sc - Computer Science,Semester 2,2023-2024,Active,Female,Country0,MCF Scholar,3.06,3.04
2026,8321594213189711111,2022-2023,B.Sc - Computer Science,Semester 3,2023-2024,Active,Female,Country0,MCF Scholar,2.14,2.77
2027,468556676294353757,2023-2024,B.Sc - Business Administration,Semester 2,2023-2024,Active,Male,Country0,Full Fee Paying,2.25,2.25
2027,468556676294353757,2023-2024,B.Sc - Business Administration,Semester 3,2023-2024,Active,Male,Country0,Full Fee Paying,3.44,2.88
2025,364804784263547480,2021-2022,B.Sc - Management Information Systems,Semester 1,2023-2024,Graduated,Female,Country1,MCF Scholar,3.56,3.18
2025,364804784263547480,2021-2022,B.Sc - Management Information Systems,Semester 2,2023-2024,Graduated,Female,Country1,MCF Scholar,3.44,3.32
2025,364804784263547480,2021-2022,B.Sc - Management Information Systems,Semester 3,2023-2024,Graduated,Female,Country1,MCF Scholar,3.5,3.35
2027,1450877099907838028,2023-2024,B.Sc - Computer Science,Semester 2,2023-2024,Active,Female,Country0,Full Fee Paying,2.63,2.63
2027,1450877099907838028,2023-2024,B.Sc - Computer Science,Semester 3,2023-2024,Active,Female,Country0,Full Fee Paying,2.33,2.47
2027,4443117551704440511,2023-2024,B.Sc - Computer Engineering,Semester 2,2023-2024,Active,Male,Country0,Full Fee Paying,3.25,3.25
2027,4443117551704440511,2023-2024,B.Sc - Computer Engineering,Semester 3,2023-2024,Active,Male,Country0,Full Fee Paying,2.78,3
2024,7256749646458797158,2020-2021,B.Sc - Electrical and Electronic Engineering,Semester 1,2023-2024,Graduated,Male,Country9,MCF Scholar,2.7,3.14
2024,7256749646458797158,2020-2021,B.Sc - Electrical and Electronic Engineering,Semester 2,2023-2024,Graduated,Male,Country9,MCF Scholar,3.6,3.21
2024,7256749646458797158,2020-2021,B.Sc - Electrical and Electronic Engineering,Semester 3,2023-2024,Graduated,Male,Country9,MCF Scholar,3.38,3.23
2024,3054435386781570560,2020-2021,B.Sc - Electrical and Electronic Engineering,Semester 1,2023-2024,Graduated,Male,Country0,Full Fee Paying,3.5,3.48
2024,3054435386781570560,2020-2021,B.Sc - Electrical and Electronic Engineering,Semester 2,2023-2024,Graduated,Male,Country0,Full Fee Paying,3.8,3.53
2024,3054435386781570560,2020-2021,B.Sc - Electrical and Electronic Engineering,Semester 3,2023-2024,Graduated,Male,Country0,Full Fee Paying,3.88,3.57
2026,1845701574809381203,2022-2023,B.Sc - Electrical and Electronic Engineering,Semester 1,2023-2024,Active,Male,Country3,Full Fee Paying,3.33,3.41
2026,1845701574809381203,2022-2023,B.Sc - Electrical and Electronic Engineering,Semester 2,2023-2024,Active,Male,Country3,Full Fee Paying,3.5,3.44
2026,1845701574809381203,2022-2023,B.Sc - Electrical and Electronic Engineering,Semester 3,2023-2024,Active,Male,Country3,Full Fee Paying,3.7,3.51
2026,3553522676756193561,2022-2023,B.Sc - Business Administration,Semester 1,2023-2024,Active,Female,Country0,Full Fee Paying,3.67,3.53
2026,3553522676756193561,2022-2023,B.Sc - Business Administration,Semester 2,2023-2024,Active,Female,Country0,Full Fee Paying,3.5,3.52
2026,3553522676756193561,2022-2023,B.Sc - Business Administration,Semester 3,2023-2024,Active,Female,Country0,Full Fee Paying,3.89,3.61
2026,5514932983316786370,2022-2023,B.Sc - Mechanical Engineering,Semester 1,2023-2024,Active,Male,Country0,MCF Scholar,2.22,2.59
2026,5514932983316786370,2022-2023,B.Sc - Mechanical Engineering,Semester 2,2023-2024,Active,Male,Country0,MCF Scholar,1.83,2.33
2026,5514932983316786370,2022-2023,B.Sc - Mechanical Engineering,Semester 3,2023-2024,Active,Male,Country0,MCF Scholar,2.45,2.36
2027,6513462201503575130,2023-2024,B.Sc - Computer Science,Semester 2,2023-2024,Active,Male,Country0,MCF Scholar,3,3
2027,6513462201503575130,2023-2024,B.Sc - Computer Science,Semester 3,2023-2024,Active,Male,Country0,MCF Scholar,2.94,2.97
2027,7893000604842560311,2023-2024,B.Sc - Computer Science,Semester 2,2023-2024,Active,Male,Country0,Full Fee Paying,1.63,1.63
2027,7893000604842560311,2023-2024,B.Sc - Computer Science,Semester 3,2023-2024,Active,Male,Country0,Full Fee Paying,2.89,2.6
2027,5835840748752118383,2023-2024,B.Sc - Computer Science,Semester 2,2023-2024,Active,Female,Country2,Scholars for Impact Programmes 2,2.75,2.75
2027,5835840748752118383,2023-2024,B.Sc - Computer Science,Semester 3,2023-2024,Active,Female,Country2,Scholars for Impact Programmes 2,2.67,2.71
2027,6267648101412180830,2023-2024,B.Sc - Business Administration,Semester 2,2023-2024,Active,Male,Country22,Sahel Scholar,2.25,2.25
2027,6267648101412180830,2023-2024,B.Sc - Business Administration,Semester 3,2023-2024,Active,Male,Country22,Sahel Scholar,2.5,2.42
2026,1267236090414805531,2022-2023,B.Sc - Business Administration,Semester 1,2023-2024,Active,Male,Country26,MCF Scholar,1.22,1.53
2026,1267236090414805531,2022-2023,B.Sc - Business Administration,Semester 2,2023-2024,Active,Male,Country26,MCF Scholar,1.86,1.77
2026,1267236090414805531,2022-2023,B.Sc - Business Administration,Semester 3,2023-2024,Active,Male,Country26,MCF Scholar,3,2.1
2026,8392745430922821206,2022-2023,B.Sc - Computer Science,Semester 1,2023-2024,Active,Female,Country0,MCF Scholar,3.33,3.35
2026,8392745430922821206,2022-2023,B.Sc - Computer Science,Semester 2,2023-2024,Active,Female,Country0,MCF Scholar,3.44,3.38
2026,8392745430922821206,2022-2023,B.Sc - Computer Science,Semester 3,2023-2024,Active,Female,Country0,MCF Scholar,3.11,3.31
2023,1675763368714876306,2019-2020,B.Sc - Mechanical Engineering,Semester 1,2023-2024,Graduated,Male,Country0,Full Fee Paying,4,2.86
2023,1675763368714876306,2019-2020,B.Sc - Mechanical Engineering,Semester 2,2023-2024,Graduated,Male,Country0,Full Fee Paying,2.5,2.91
2023,1675763368714876306,2019-2020,B.Sc - Mechanical Engineering,Semester 3,2023-2024,Graduated,Male,Country0,Full Fee Paying,3,2.92
2027,542784899232761552,2023-2024,B.Sc - Business Administration,Semester 2,2023-2024,Active,Male,Country0,Full Fee Paying,3,3
2027,542784899232761552,2023-2024,B.Sc - Business Administration,Semester 3,2023-2024,Active,Male,Country0,Full Fee Paying,3.72,3.38
2026,5925368797627356518,2022-2023,B.Sc - Management Information Systems,Semester 1,2023-2024,Active,Male,Country0,Full Fee Paying,2.78,2.76
2026,5925368797627356518,2022-2023,B.Sc - Management Information Systems,Semester 2,2023-2024,Active,Male,Country0,Full Fee Paying,1.67,2.38
2026,5925368797627356518,2022-2023,B.Sc - Management Information Systems,Semester 3,2023-2024,Active,Male,Country0,Full Fee Paying,1.64,2.23
2027,1093357549640499548,2023-2024,B.Sc - Computer Science,Semester 2,2023-2024,Active,Male,Country0,Full Fee Paying,3,3
2027,1093357549640499548,2023-2024,B.Sc - Computer Science,Semester 3,2023-2024,Active,Male,Country0,Full Fee Paying,3.11,3.06
2027,3295622659451890795,2023-2024,B.Sc - Computer Science,Semester 2,2023-2024,Active,Male,Country0,Ashesi Financial Aid / AUFC,3.38,3.38
2027,3295622659451890795,2023-2024,B.Sc - Computer Science,Semester 3,2023-2024,Active,Male,Country0,Ashesi Financial Aid / AUFC,3.5,3.44
2027,1985751754902379023,2023-2024,B.Sc - Business Administration,Semester 2,2023-2024,Active,Male,Country0,Full Fee Paying,2.5,2.5
2027,1985751754902379023,2023-2024,B.Sc - Business Administration,Semester 3,2023-2024,Active,Male,Country0,Full Fee Paying,2.89,2.71
2026,2176378700726775554,2022-2023,B.Sc - Business Administration,Semester 1,2023-2024,Active,Male,Country0,Full Fee Paying,3.29,3.13
2026,2176378700726775554,2022-2023,B.Sc - Business Administration,Semester 2,2023-2024,Active,Male,Country0,Full Fee Paying,2.67,2.96
2026,2176378700726775554,2022-2023,B.Sc - Business Administration,Semester 3,2023-2024,Active,Male,Country0,Full Fee Paying,2.05,2.67
2025,8686675436357957426,2021-2022,B.Sc - Computer Engineering,Semester 1,2023-2024,Graduated,Female,Country0,Ashesi Financial Aid,3.65,3.64
2025,8686675436357957426,2021-2022,B.Sc - Computer Engineering,Semester 2,2023-2024,Graduated,Female,Country0,Ashesi Financial Aid,3.9,3.7
2025,8686675436357957426,2021-2022,B.Sc - Computer Engineering,Semester 3,2023-2024,Graduated,Female,Country0,Ashesi Financial Aid,4,3.74
2027,6350600789806683310,2023-2024,B.Sc - Business Administration,Semester 2,2023-2024,Active,Male,Country39,Sahel Scholar,2.5,2.5
2027,6350600789806683310,2023-2024,B.Sc - Business Administration,Semester 3,2023-2024,Active,Male,Country39,Sahel Scholar,1.89,2.08
2027,107864225781480626,2023-2024,B.Sc - Mechatronics Engineering,Semester 2,2023-2024,Active,Male,Country0,Full Fee Paying,3.25,3.25
2027,107864225781480626,2023-2024,B.Sc - Mechatronics Engineering,Semester 3,2023-2024,Active,Male,Country0,Full Fee Paying,2.94,3.09
2027,1232439210429199811,2023-2024,B.Sc - Mechatronics Engineering,Semester 2,2023-2024,Active,Female,Country39,Sahel Scholar,2.63,2.63
2027,1232439210429199811,2023-2024,B.Sc - Mechatronics Engineering,Semester 3,2023-2024,Active,Female,Country39,Sahel Scholar,2.28,2.44
2025,8599925490011806846,2021-2022,B.Sc - Mechanical Engineering,Semester 1,2023-2024,Graduated,Male,Country0,Full Fee Paying,3.2,3.28
2025,8599925490011806846,2021-2022,B.Sc - Mechanical Engineering,Semester 2,2023-2024,Graduated,Male,Country0,Full Fee Paying,2.9,3.2
2025,8599925490011806846,2021-2022,B.Sc - Mechanical Engineering,Semester 3,2023-2024,Graduated,Male,Country0,Full Fee Paying,2.8,3.13
2025,3644309065659058837,2021-2022,B.Sc - Electrical and Electronic Engineering,Semester 1,2023-2024,Graduated,Female,Country1,MCF Scholar,2.9,3.24
2025,3644309065659058837,2021-2022,B.Sc - Electrical and Electronic Engineering,Semester 2,2023-2024,Graduated,Female,Country1,MCF Scholar,2.95,3.17
2025,3644309065659058837,2021-2022,B.Sc - Electrical and Electronic Engineering,Semester 3,2023-2024,Graduated,Female,Country1,MCF Scholar,2.6,3.07
2025,5459682233575194447,2021-2022,B.Sc - Computer Science,Semester 1,2023-2024,Graduated,Male,Country9,MCF Scholar,2.83,2.99
2025,5459682233575194447,2021-2022,B.Sc - Computer Science,Semester 2,2023-2024,Graduated,Male,Country9,MCF Scholar,2.44,2.88
2025,5459682233575194447,2021-2022,B.Sc - Computer Science,Semester 3,2023-2024,Graduated,Male,Country9,MCF Scholar,3.22,2.93
2024,468217514189298386,2020-2021,B.Sc - Mechanical Engineering,Semester 1,2023-2024,Graduated,Female,Country0,MCF Scholar,3.9,3.43
2024,468217514189298386,2020-2021,B.Sc - Mechanical Engineering,Semester 2,2023-2024,Graduated,Female,Country0,MCF Scholar,3.7,3.47
2024,468217514189298386,2020-2021,B.Sc - Mechanical Engineering,Semester 3,2023-2024,Graduated,Female,Country0,MCF Scholar,4,3.53
2024,5892505615517889214,2020-2021,B.Sc - Electrical and Electronic Engineering,Semester 1,2023-2024,Graduated,Female,Country0,Full Fee Paying,3.1,3.06
2024,5892505615517889214,2020-2021,B.Sc - Electrical and Electronic Engineering,Semester 2,2023-2024,Graduated,Female,Country0,Full Fee Paying,3.1,3.07
2024,5892505615517889214,2020-2021,B.Sc - Electrical and Electronic Engineering,Semester 3,2023-2024,Graduated,Female,Country0,Full Fee Paying,3.9,3.22
2027,8925559932675475197,2023-2024,B.Sc - Management Information Systems,Semester 2,2023-2024,Active,Female,Country39,Sahel Scholar,2.25,2.25
2027,8925559932675475197,2023-2024,B.Sc - Management Information Systems,Semester 3,2023-2024,Active,Female,Country39,Sahel Scholar,2.93,2.68
2025,5498511519191199721,2021-2022,B.Sc - Computer Science,Semester 1,2023-2024,Graduated,Female,Country0,Full Fee Paying,3.33,3.43
2025,5498511519191199721,2021-2022,B.Sc - Computer Science,Semester 2,2023-2024,Graduated,Female,Country0,Full Fee Paying,3.39,3.42
2025,5498511519191199721,2021-2022,B.Sc - Computer Science,Semester 3,2023-2024,Graduated,Female,Country0,Full Fee Paying,3.17,3.38
2025,6077266931481709490,2021-2022,B.Sc - Computer Science,Semester 1,2023-2024,Graduated,Female,Country7,Scholars for Impact Programmes,2.89,2.86
2025,6077266931481709490,2021-2022,B.Sc - Computer Science,Semester 2,2023-2024,Graduated,Female,Country7,Scholars for Impact Programmes,2.89,2.86
2025,6077266931481709490,2021-2022,B.Sc - Computer Science,Semester 3,2023-2024,Graduated,Female,Country7,Scholars for Impact Programmes,3.33,2.94
2026,1499667949103135356,2022-2023,LLB - Law with Public Policy,Semester 1,2023-2024,Active,Female,Country0,Ashesi Financial Aid / AUFC,2.21,2.3
2026,1499667949103135356,2022-2023,LLB - Law with Public Policy,Semester 2,2023-2024,Active,Female,Country0,Ashesi Financial Aid / AUFC,2.89,2.52
2026,1499667949103135356,2022-2023,LLB - Law with Public Policy,Semester 3,2023-2024,Active,Female,Country0,Ashesi Financial Aid / AUFC,2.77,2.6
2025,2665802409839736630,2021-2022,B.Sc - Mechanical Engineering,Semester 1,2023-2024,Graduated,Male,Country0,Full Fee Paying,3.2,3.34
2025,2665802409839736630,2021-2022,B.Sc - Mechanical Engineering,Semester 2,2023-2024,Graduated,Male,Country0,Full Fee Paying,3.3,3.33
2025,2665802409839736630,2021-2022,B.Sc - Mechanical Engineering,Semester 3,2023-2024,Graduated,Male,Country0,Full Fee Paying,3.5,3.36
2027,7272999634641127964,2023-2024,B.Sc - Business Administration,Semester 2,2023-2024,Active,Female,Country39,Sahel Scholar,1.13,1.13
2027,7272999634641127964,2023-2024,B.Sc - Business Administration,Semester 3,2023-2024,Active,Female,Country39,Sahel Scholar,1.44,1.29
2026,4117460130245660098,2022-2023,B.Sc - Computer Science,Semester 1,2023-2024,Active,Male,Country0,Full Fee Paying,2.72,2.85
2026,4117460130245660098,2022-2023,B.Sc - Computer Science,Semester 2,2023-2024,Active,Male,Country0,Full Fee Paying,2.06,2.58
2026,4117460130245660098,2022-2023,B.Sc - Computer Science,Semester 3,2023-2024,Active,Male,Country0,Full Fee Paying,2.82,2.65
2024,5520855643282548232,2020-2021,B.Sc - Business Administration,Semester 1,2023-2024,Graduated,Male,Country0,Full Fee Paying,3.5,2.95
2024,5520855643282548232,2020-2021,B.Sc - Business Administration,Semester 2,2023-2024,Graduated,Male,Country0,Full Fee Paying,2.88,2.94
2024,5520855643282548232,2020-2021,B.Sc - Business Administration,Semester 3,2023-2024,Graduated,Male,Country0,Full Fee Paying,3.38,2.99
2027,3050351048023996291,2023-2024,B.Sc - Business Administration,Semester 2,2023-2024,Active,Male,Country39,Sahel Scholar,1.75,1.75
2027,3050351048023996291,2023-2024,B.Sc - Business Administration,Semester 3,2023-2024,Active,Male,Country39,Sahel Scholar,1.61,1.65
2025,5535565804529400976,2021-2022,B.Sc - Computer Science,Semester 1,2023-2024,Graduated,Male,Country0,Full Fee Paying,2.94,3.36
2025,5535565804529400976,2021-2022,B.Sc - Computer Science,Semester 2,2023-2024,Graduated,Male,Country0,Full Fee Paying,3.17,3.32
2025,5535565804529400976,2021-2022,B.Sc - Computer Science,Semester 3,2023-2024,Graduated,Male,Country0,Full Fee Paying,3.39,3.33
2025,5136545909983643574,2021-2022,B.Sc - Computer Engineering,Semester 1,2023-2024,Graduated,Male,Country0,Full Fee Paying,2.2,2.56
2025,5136545909983643574,2021-2022,B.Sc - Computer Engineering,Semester 2,2023-2024,Graduated,Male,Country0,Full Fee Paying,2.15,2.47
2025,5136545909983643574,2021-2022,B.Sc - Computer Engineering,Semester 3,2023-2024,Graduated,Male,Country0,Full Fee Paying,2.2,2.42
2027,5010708398712025667,2023-2024,B.Sc - Business Administration,Semester 2,2023-2024,Active,Female,Country39,Sahel Scholar,1.5,1.5
2027,5010708398712025667,2023-2024,B.Sc - Business Administration,Semester 3,2023-2024,Active,Female,Country39,Sahel Scholar,1.14,1.22
2026,4734371368500247509,2022-2023,B.Sc - Business Administration,Semester 1,2023-2024,Active,Male,Country0,Full Fee Paying,2.39,2.44
2026,4734371368500247509,2022-2023,B.Sc - Business Administration,Semester 2,2023-2024,Active,Male,Country0,Full Fee Paying,2.39,2.42
2026,4734371368500247509,2022-2023,B.Sc - Business Administration,Semester 3,2023-2024,Active,Male,Country0,Full Fee Paying,2.18,2.35
2023,1493671177229703431,2019-2020,B.Sc - Business Administration,Semester 1,2023-2024,Graduated,Female,Country0,Full Fee Paying,2.5,2.31
2023,1493671177229703431,2019-2020,B.Sc - Business Administration,Semester 2,2023-2024,Graduated,Female,Country0,Full Fee Paying,1.33,2.29
2023,1493671177229703431,2019-2020,B.Sc - Business Administration,Semester 3,2023-2024,Graduated,Female,Country0,Full Fee Paying,3,2.38
2025,6431043381863107858,2021-2022,B.Sc - Mechatronics Engineering,Semester 1,2023-2024,Graduated,Female,Country0,Ashesi Financial Aid,3.35,3.29
2025,6431043381863107858,2021-2022,B.Sc - Mechatronics Engineering,Semester 2,2023-2024,Graduated,Female,Country0,Ashesi Financial Aid,3.6,3.36
2025,6431043381863107858,2021-2022,B.Sc - Mechatronics Engineering,Semester 3,2023-2024,Graduated,Female,Country0,Ashesi Financial Aid,3.4,3.37
2025,1715912956935968826,2021-2022,B.Sc - Business Administration,Semester 1,2023-2024,Graduated,Male,Country0,Full Fee Paying,3.44,3.43
2025,1715912956935968826,2021-2022,B.Sc - Business Administration,Semester 2,2023-2024,Graduated,Male,Country0,Full Fee Paying,3.9,3.53
2025,1715912956935968826,2021-2022,B.Sc - Business Administration,Semester 3,2023-2024,Graduated,Male,Country0,Full Fee Paying,3.9,3.6
2027,377444966654015040,2023-2024,B.Sc - Business Administration,Semester 2,2023-2024,Active,Male,Country0,Full Fee Paying,1.25,1.25
2027,377444966654015040,2023-2024,B.Sc - Business Administration,Semester 3,2023-2024,Active,Male,Country0,Full Fee Paying,2.79,2.27
2027,4519108096677658393,2023-2024,B.Sc - Mechatronics Engineering,Semester 2,2023-2024,Active,Female,Country0,Ashesi Financial Aid,3.13,3.13
2027,4519108096677658393,2023-2024,B.Sc - Mechatronics Engineering,Semester 3,2023-2024,Active,Female,Country0,Ashesi Financial Aid,3.22,3.18
2027,6683464580953807668,2023-2024,B.Sc - Computer Science,Semester 2,2023-2024,Active,Male,Country0,Full Fee Paying,2.63,2.63
2027,6683464580953807668,2023-2024,B.Sc - Computer Science,Semester 3,2023-2024,Active,Male,Country0,Full Fee Paying,2.28,2.44
2027,2688499186131101013,2023-2024,B.Sc - Computer Science,Semester 2,2023-2024,Exited,Male,Country39,Sahel Scholar,0,0
2027,2688499186131101013,2023-2024,B.Sc - Computer Science,Semester 3,2023-2024,Exited,Male,Country39,Sahel Scholar,0.6,0.43
2025,3449735062508393410,2021-2022,B.Sc - Management Information Systems,Semester 1,2023-2024,Graduated,Female,Country0,Ashesi Financial Aid,3.61,3.67
2025,3449735062508393410,2021-2022,B.Sc - Management Information Systems,Semester 2,2023-2024,Graduated,Female,Country0,Ashesi Financial Aid,0,3.67
2025,3449735062508393410,2021-2022,B.Sc - Management Information Systems,Semester 3,2023-2024,Graduated,Female,Country0,Ashesi Financial Aid,3.75,3.69
2026,8865871844140590257,2022-2023,B.Sc - Computer Science,Semester 1,2023-2024,Exited,Male,Country0,Full Fee Paying,1.83,1.91
2026,8865871844140590257,2022-2023,B.Sc - Computer Science,Semester 2,2023-2024,Exited,Male,Country0,Full Fee Paying,0.44,1.4
2026,8865871844140590257,2022-2023,B.Sc - Computer Science,Semester 3,2023-2024,Exited,Male,Country0,Full Fee Paying,0,1.22
2025,7984656157648583212,2021-2022,B.Sc - Business Administration,Semester 1,2023-2024,Graduated,Male,Country0,Ashesi Financial Aid,3,2.99
2025,7984656157648583212,2021-2022,B.Sc - Business Administration,Semester 2,2023-2024,Graduated,Male,Country0,Ashesi Financial Aid,2.75,2.94
2025,7984656157648583212,2021-2022,B.Sc - Business Administration,Semester 3,2023-2024,Graduated,Male,Country0,Ashesi Financial Aid,3,2.95
2025,2561991004360738973,2021-2022,B.Sc - Management Information Systems,Semester 1,2023-2024,Graduated,Female,Country0,MCF Scholar,2.56,2.22
2025,2561991004360738973,2021-2022,B.Sc - Management Information Systems,Semester 2,2023-2024,Graduated,Female,Country0,MCF Scholar,1.63,2.11
2025,2561991004360738973,2021-2022,B.Sc - Management Information Systems,Semester 3,2023-2024,Graduated,Female,Country0,MCF Scholar,2,2.18
2027,4665364059926982181,2023-2024,B.Sc - Business Administration,Semester 2,2023-2024,Active,Female,Country0,Ashesi Financial Aid / AUFC,2.25,2.25
2027,4665364059926982181,2023-2024,B.Sc - Business Administration,Semester 3,2023-2024,Active,Female,Country0,Ashesi Financial Aid / AUFC,3.11,2.71
2027,6596133915830198972,2023-2024,B.Sc - Business Administration,Semester 2,2023-2024,Active,Female,Country9,MCF Scholar,2.75,2.75
2027,6596133915830198972,2023-2024,B.Sc - Business Administration,Semester 3,2023-2024,Active,Female,Country9,MCF Scholar,3.44,3.12
2027,2254853406913404368,2023-2024,B.Sc - Mechanical Engineering,Semester 2,2023-2024,Active,Male,Country0,MCF Scholar,3.88,3.88
2027,2254853406913404368,2023-2024,B.Sc - Mechanical Engineering,Semester 3,2023-2024,Active,Male,Country0,MCF Scholar,3.56,3.71
2026,3194593328132521277,2022-2023,B.Sc - Electrical and Electronic Engineering,Semester 1,2023-2024,Active,Male,Country0,Full Fee Paying,2.22,2.35
2026,3194593328132521277,2022-2023,B.Sc - Electrical and Electronic Engineering,Semester 2,2023-2024,Active,Male,Country0,Full Fee Paying,2,2.23
